name,ingredients,nutrition,steps,meal_type,allergen,equipment_needed,method,protein,calories,carbs,fiber,prep_time,cook_time,fat,bucket,timing,dietary,allergens,equipment,health_tags,effort_tags,flavor_tags
Spicy Cod Stir-Fry,fish lemon olive oil salt pepper,Protein 24.5g Calories 669.3,"Season the main ingredient with salt, pepper, and aromatics. Heat a grill pan or skillet until hot. Cook on both sides until done. Rest briefly, then serve.",Lunch Dinner,,Stove,Grill,24.5,669.3,17.9,0.5,10,15,23.5,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Spicy', 'Sour', 'Comfort Food']"
Spicy Chicken Cutlets,chicken breast olive oil salt pepper garlic,Protein 23.9g Calories 545.7,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,23.9,545.7,21.9,3.4,10,20,19.1,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Spicy']"
Smoky Salmon Breast,fish lemon olive oil salt pepper,Protein 31.8g Calories 379.9,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,31.8,379.9,20.8,1.2,10,20,10.6,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Stove', '没有No-Cook']",['Protein High'],"['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Date Night']"
Classic Tuna Steak,beef olive oil salt pepper garlic,Protein 24.7g Calories 553.3,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,24.7,553.3,20.4,2.7,10,20,25.8,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food', 'Date Night']"
Spicy Beef Stir-Fry,beef olive oil salt pepper garlic,Protein 35.7g Calories 538.4,"Season the main ingredient with salt, pepper, and aromatics. Heat a grill pan or skillet until hot. Cook on both sides until done. Rest briefly, then serve.",Lunch Dinner,,Stove,Grill,35.7,538.4,2.3,4.8,10,15,27.3,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Keto Friendly', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Spicy', 'Comfort Food']"
Grilled Black Bean Bowl,,Protein 44.4g Calories 646.6,"Season the main ingredient with salt, pepper, and aromatics. Heat a grill pan or skillet until hot. Cook on both sides until done. Rest briefly, then serve.",Lunch Dinner,,Stove,Grill,44.4,646.6,23.1,2.1,10,15,9.0,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']",['Savory']
Classic Turkey Cutlets,ground turkey onion garlic salt pepper,Protein 51.8g Calories 345.5,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,51.8,345.5,37.4,5.6,10,20,9.5,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Stable Energy']","['Quick Fix', 'Fresh Run']",['Savory']
Herb Cod Breast,fish lemon olive oil salt pepper,Protein 34.3g Calories 332.7,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,34.3,332.7,30.8,5.9,10,20,24.8,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Stable Energy']","['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Comfort Food']"
Creamy Chickpea Stew,chickpeas olive oil garlic lemon salt pepper onion broth,Protein 22.9g Calories 478.4,"Sauté aromatics in a pot until fragrant. Add main ingredients and liquid, then bring to a simmer. Cook until tender, stirring occasionally. Season to taste and serve warm.",Lunch Dinner,,Stove,Simmer,22.9,478.4,54.7,9.0,15,60,12.1,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Volume Eater', 'Stable Energy']","['Slow Burn', 'One-Pot', 'Fresh Run', 'Meal Prep']","['Savory', 'Sour', 'Creamy', 'Warm & Soupy', 'Comfort Food']"
Smoky Beef Breast,beef olive oil salt pepper garlic,Protein 33.3g Calories 682.7,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,33.3,682.7,27.3,3.2,10,20,22.6,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Spicy Tuna Breast,fish lemon olive oil salt pepper,Protein 32.4g Calories 469.1,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,32.4,469.1,7.1,3.2,10,20,27.4,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Keto Friendly']","['Quick Fix', 'Fresh Run']","['Savory', 'Spicy', 'Sour', 'Comfort Food']"
Creamy Pork Chops,pork salt pepper onion garlic,Protein 22.7g Calories 321.4,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,22.7,321.4,11.9,3.3,10,20,22.8,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian', 'Halal', 'Kosher']",[],"['没有Stove', '没有No-Cook']",['Stable Energy'],"['Quick Fix', 'Fresh Run']","['Savory', 'Creamy', 'Comfort Food']"
Lemon Garlic Tuna Casserole,fish lemon olive oil salt pepper,Protein 36.1g Calories 660.9,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,36.1,660.9,64.9,4.4,10,20,17.5,Complete Meal,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Comfort Food']"
Smoky Chickpea Stew,chickpeas olive oil garlic lemon salt pepper onion broth,Protein 30.9g Calories 595.0,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Microwave,Microwave,30.9,595.0,19.5,5.4,5,6,19.0,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Microwave', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Microwave-Only', 'Lightning', 'Fresh Run', 'Portable']","['Savory', 'Sour', 'Warm & Soupy', 'Sick Day']"
Herb Beef Skewers,beef olive oil salt pepper garlic,Protein 48.5g Calories 619.1,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,48.5,619.1,0.6,0.6,10,20,15.6,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Keto Friendly', 'Compact Fuel']","['Quick Fix', 'Fresh Run']",['Savory']
Classic Beef Roast,beef olive oil salt pepper garlic,Protein 23.5g Calories 601.3,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,23.5,601.3,29.6,1.4,15,25,16.8,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Oven', '没有No-Cook']",['Compact Fuel'],['Fresh Run'],['Savory']
Smoky Lentil Soup,lentils onion carrot celery garlic broth,Protein 34.5g Calories 306.9,"Sauté aromatics in a pot until fragrant. Add main ingredients and liquid, then bring to a simmer. Cook until tender, stirring occasionally. Season to taste and serve warm.",Lunch Dinner,,Stove,Simmer,34.5,306.9,17.3,4.3,10,25,14.1,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Protein High'],"['Quick Fix', 'One-Pot', 'Fresh Run', 'Meal Prep']","['Savory', 'Warm & Soupy']"
Herb Veggie Stir-Fry (Variation 2),,Protein 27.7g Calories 383.2,"Season the main ingredient with salt, pepper, and aromatics. Heat a grill pan or skillet until hot. Cook on both sides until done. Rest briefly, then serve.",Breakfast,,Stove,Grill,27.7,383.2,7.1,2.0,10,15,20.4,Breakfast,['Breakfast'],[],[],"['没有Stove', '没有No-Cook']",['Keto Friendly'],"['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Classic Lamb Chops,,Protein 31.1g Calories 404.4,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,31.1,404.4,5.7,1.3,10,20,20.1,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Keto Friendly']","['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Honey Mustard Lamb Roast,,Protein 48.4g Calories 699.4,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,48.4,699.4,36.5,2.6,15,25,21.8,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Oven', '没有No-Cook']","['Protein High', 'Compact Fuel']",['Fresh Run'],"['Savory', 'Sour', 'Comfort Food']"
Spicy Pork Chops,pork salt pepper onion garlic,Protein 51.2g Calories 518.2,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,51.2,518.2,37.7,4.7,10,20,22.8,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian', 'Halal', 'Kosher']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel', 'Stable Energy']","['Quick Fix', 'Fresh Run']","['Savory', 'Spicy', 'Comfort Food']"
Classic Veggie Stir-Fry (Variation 2),,Protein 22.7g Calories 283.7,"Season the main ingredient with salt, pepper, and aromatics. Heat a grill pan or skillet until hot. Cook on both sides until done. Rest briefly, then serve.",Breakfast,,Stove,Grill,22.7,283.7,4.4,2.3,10,15,17.3,Breakfast,['Breakfast'],[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Keto Friendly']","['Quick Fix', 'Fresh Run']",['Savory']
Creamy Salmon Cutlets,fish lemon olive oil salt pepper,Protein 47.5g Calories 509.4,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,47.5,509.4,12.0,4.8,10,20,23.6,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Creamy', 'Comfort Food', 'Date Night']"
Spicy Tuna Casserole,fish lemon olive oil salt pepper,Protein 30.4g Calories 791.0,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,30.4,791.0,93.7,3.7,10,20,20.9,Complete Meal,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Spicy', 'Sour', 'Comfort Food']"
Smoky Lentil Soup (Variation 2),lentils onion carrot celery garlic broth,Protein 17.3g Calories 317.1,"Sauté aromatics in a pot until fragrant. Add main ingredients and liquid, then bring to a simmer. Cook until tender, stirring occasionally. Season to taste and serve warm.",Lunch Dinner,,Stove,Simmer,17.3,317.1,40.9,8.8,10,25,20.8,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Volume Eater', 'Stable Energy']","['Quick Fix', 'One-Pot', 'Fresh Run', 'Meal Prep']","['Savory', 'Warm & Soupy', 'Comfort Food']"
Classic Turkey Meatballs,ground turkey onion garlic salt pepper,Protein 43.7g Calories 729.4,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,43.7,729.4,7.6,4.0,10,20,25.2,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Keto Friendly', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Herb Tofu Bowl,tofu soy sauce garlic ginger sesame oil,Protein 44.9g Calories 395.3,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,44.9,395.3,29.0,2.9,10,20,20.3,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Protein High'],"['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Lemon Garlic Lentil Soup (Variation 2),lentils onion carrot celery garlic broth,Protein 20.7g Calories 567.8,"Sauté aromatics in a pot until fragrant. Add main ingredients and liquid, then bring to a simmer. Cook until tender, stirring occasionally. Season to taste and serve warm.",Lunch Dinner,,Stove,Simmer,20.7,567.8,53.3,9.5,10,25,6.2,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Volume Eater', 'Compact Fuel', 'Stable Energy']","['Quick Fix', 'One-Pot', 'Fresh Run', 'Meal Prep']","['Savory', 'Sour', 'Warm & Soupy', 'Comfort Food']"
Creamy Shrimp Bowl,shrimp garlic olive oil salt pepper lemon,Protein 25.5g Calories 704.8,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,Shellfish,Stove,Cook,25.5,704.8,40.0,1.5,10,20,18.5,Complete Meal,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Kosher']",['Contains Shellfish'],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Creamy']"
Grilled Turkey Skewers,ground turkey onion garlic salt pepper,Protein 28.1g Calories 561.8,"Season the main ingredient with salt, pepper, and aromatics. Heat a grill pan or skillet until hot. Cook on both sides until done. Rest briefly, then serve.",Lunch Dinner,,Stove,Grill,28.1,561.8,36.6,4.7,10,15,20.1,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']","['Compact Fuel', 'Stable Energy']","['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Baked Pork Meatballs,pork salt pepper onion garlic,Protein 38.0g Calories 472.3,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,38.0,472.3,14.4,3.1,15,25,13.8,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian', 'Halal', 'Kosher']",[],"['没有Oven', '没有No-Cook']",['Protein High'],['Fresh Run'],['Savory']
Classic Tofu Bowl,tofu soy sauce garlic ginger sesame oil,Protein 25.0g Calories 518.9,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,25.0,518.9,39.3,5.0,10,20,18.3,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Compact Fuel', 'Stable Energy']","['Quick Fix', 'Fresh Run']",['Savory']
Grilled Cod Chops,fish lemon olive oil salt pepper,Protein 33.1g Calories 685.7,"Season the main ingredient with salt, pepper, and aromatics. Heat a grill pan or skillet until hot. Cook on both sides until done. Rest briefly, then serve.",Lunch Dinner,,Stove,Grill,33.1,685.7,16.6,1.3,10,15,20.4,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Comfort Food']"
Creamy Shrimp Cutlets,shrimp garlic olive oil salt pepper lemon,Protein 29.8g Calories 378.4,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,Shellfish,Stove,Cook,29.8,378.4,37.4,2.5,10,20,20.7,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Kosher']",['Contains Shellfish'],"['没有Stove', '没有No-Cook']",['Protein High'],"['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Creamy', 'Comfort Food']"
Creamy Mushroom Risotto,,Protein 33.4g Calories 451.9,Gather and measure all ingredients. Preheat and set up your workstation. Prepare the main component carefully. Prep the sauce or mixture separately. Combine components in the correct order. Cook while monitoring temperature and texture. Adjust seasoning in small increments. Rest the dish to set flavors and structure. Plate neatly and serve immediately.,Lunch Dinner,,Stove,Cook,33.4,451.9,33.3,3.9,10,20,19.0,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Stable Energy']","['Quick Fix', 'Focus Required', 'Fresh Run']","['Savory', 'Creamy', 'Date Night']"
Lemon Garlic Black Bean Bowl (Variation 2),,Protein 29.7g Calories 593.9,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,29.7,593.9,32.9,3.9,10,20,29.3,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Compact Fuel', 'Stable Energy']","['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Comfort Food']"
Spicy Lentil Soup (Variation 2),lentils onion carrot celery garlic broth,Protein 16.4g Calories 416.2,"Sauté aromatics in a pot until fragrant. Add main ingredients and liquid, then bring to a simmer. Cook until tender, stirring occasionally. Season to taste and serve warm.",Lunch Dinner,,Stove,Simmer,16.4,416.2,46.8,7.8,10,25,8.7,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Stable Energy'],"['Quick Fix', 'One-Pot', 'Fresh Run', 'Meal Prep']","['Savory', 'Spicy', 'Warm & Soupy', 'Comfort Food']"
Smoky Black Bean Bowl (Variation 2),,Protein 49.5g Calories 515.3,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,49.5,515.3,21.7,0.4,10,20,22.1,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Herb Pork Skewers,pork salt pepper onion garlic,Protein 47.4g Calories 333.5,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,47.4,333.5,37.8,4.6,10,20,22.7,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian', 'Halal', 'Kosher']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Stable Energy']","['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Smoky Black Bean Bowl (Variation 3),,Protein 47.3g Calories 529.3,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,47.3,529.3,9.3,0.1,10,20,23.6,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Keto Friendly', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
